,id,text,annotations,meta,annotation_approver,Unnamed: 5,Unnamed: 6,Unnamed: 7,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7
744,887340,quần đẹp sai ok như giao trùng 2cai kì hài_lòng,"[{'label': 315, 'user': 15}]","{'review_id': 14489, 'comment': 'Quần đẹp sai ok, như có điều giao trùng 2cai giống nhau', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['trash'], '29': ['dịch vụ -', 'chất lượng +', 'typo']}}",,,,,0,0,0,0,0,0,0
745,887339,nao khuyến_mại như 350k / 1 hộp mua 5 hộp giá không kì hài_lòng,"[{'label': 316, 'user': 15}]","{'review_id': 13260, 'comment': 'Khi nao mới có km như vừa rồi còn có 350k/1 hộp ạ. Nếu mua 5 hộp giá có giảm ko shop', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['typo'], '30': ['dịch vụ +']}}",,,,,0,0,0,0,0,0,1
746,887338,giao hàng kì hài_lòng,"[{'label': 319, 'user': 15}]","{'review_id': 14132, 'comment': 'giao hàng nhanh...........', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['ship +', 'typo'], '19': ['ship +']}}",,,,,1,0,0,0,0,0,0
748,887336,chất_liệu dày hình hài_lòng,"[{'label': 321, 'user': 15}, {'label': 323, 'user': 15}]","{'review_id': 14367, 'comment': 'Chất liệu dày, thực tế giống hình, nói chung là hài lòng', 'summary': 'Hài lòng', 'annotations': {'28': ['chính hãng +', 'chất lượng +'], '29': ['chất lượng +']}}",,,,,0,0,1,1,0,0,0
749,887335,giao siêu nhanh tối hôm đóng_gói sơ_sài săn sale ủng_hộ kì hài_lòng,"[{'label': 320, 'user': 15}]","{'review_id': 1319, 'comment': 'giao siêu nhanh. tối đặt sáng hôm sau có. nhưng mà đóng gói sơ sài. vẫn tiếp tục săn sale ủng hộ tiki', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['giá +', 'ship -', 'ship +'], '17': ['ship +'], '20': ['trash', 'ship +', 'ship -'], '25': ['dịch vụ -', 'ship +']}}",,,,,1,0,0,0,0,0,0
750,887334,tả oke hợp túi kì hài_lòng,"[{'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 12848, 'comment': 'Tả rất ok lại hợp túi tiền', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['chất lượng +', 'giá +'], '29': ['giá +', 'chất lượng +']}}",,,,,0,1,0,1,0,0,0
752,887332,giao hàng cực nhanh tặng quà kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 325, 'user': 15}]","{'review_id': 13389, 'comment': 'Giao hàng cực nhanh , được tặng quà dễ thương,', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['dịch vụ +', 'ship +'], '30': ['dịch vụ +', 'ship +']}}",,,,,1,0,0,0,1,0,0
753,887331,giá thích_hợp thay thường_xuyên kì hài_lòng,"[{'label': 317, 'user': 15}]","{'review_id': 1645, 'comment': 'giá phù hợp.  thích hợp để thay thường xuyên cho bé', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['giá +'], '17': ['giá +']}}",,,,,0,1,0,0,0,0,0
754,887330,không nắp kim_loại sữa kiến,"[{'label': 316, 'user': 15}]","{'review_id': 14512, 'comment': 'Không có nắp kim loại, để sữa dễ bị kiến vào', 'summary': 'Bình thường', 'annotations': {'28': ['an toàn -'], '29': ['chất lượng -']}}",,,,,0,0,0,0,0,0,1
755,887329,hàng chuẩn giao hàng kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 323, 'user': 15}]","{'review_id': 14256, 'comment': 'Hàng chuẩn, giao hàng rất nhanh.', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['ship +', 'chất lượng +'], '19': ['chính hãng +', 'ship +']}}",,,,,1,0,1,0,0,0,0
758,887326,sản_phẩm tuyệt_vời bỉm đóng đêm khô thoáng mua dần bé kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 14163, 'comment': 'sản phẩm tuyệt vời . Bỉm đóng cả đêm vẫn khô thoáng . Mình đã mua thêm để xài dần cho bé .', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['chất lượng +'], '19': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
759,887325,giá rẻ,"[{'label': 317, 'user': 15}]","{'review_id': 574, 'comment': 'giá rẻ, sài cũng ok', 'summary': 'Hài lòng', 'annotations': {'20': ['trash'], '25': ['chất lượng +', 'giá +']}}",,,,,0,1,0,0,0,0,0
760,887324,mua tã quần pamper nhìu tiki ok pamper xen kẻ loại ( ban_ngày ) ban_đêm tã không thấm giá rẻ hài_lòng,"[{'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 800, 'comment': 'Mua tã quần pamper rất nhìu lần trên tiki rồi, thấy cũng ok, mình dùng pamper xen kẻ với loại khác (dùng ban ngày) dùng ban đêm thì tã k thấm hết. Với giá vậy thì mình thấy rẻ và hài lòng', 'summary': 'Hài lòng', 'annotations': {'20': ['ship +'], '25': ['chất lượng +', 'giá +']}}",,,,,0,1,0,1,0,0,0
761,887323,sản_phẩm không như mô_tả loại đệm lưng thấm mồ_hôi loại khô thoáng bình_thường tặng 9 miếng không gói tã tặng kèm không không hài_lòng,"[{'label': 322, 'user': 15}, {'label': 326, 'user': 15}, {'label': 324, 'user': 15}]","{'review_id': 1431, 'comment': 'Sản phẩm không giống như mô tả. Nói là loại đệm lưng thấm mồ hôi nhưng nhận về là loại khô thoáng bình thường. Nói là tặng thêm 9 miếng nhưng không có gói tã tặng kèm, mở ra bên trong cũng không thấy có.', 'summary': 'Rất không hài lòng', 'annotations': {'28': ['dịch vụ -', 'chính hãng -'], '17': ['chất lượng -', 'dịch vụ -'], '20': ['trash', 'chính hãng -', 'dịch vụ -', 'chất lượng -'], '25': ['chính hãng -', 'dịch vụ -', 'chất lượng -']}}",,,,,0,0,1,1,1,0,0
762,887322,mua bỉm tiki rẻ quất dịch jumbo gói jumbo chưa mua bịch kì hài_lòng,"[{'label': 317, 'user': 15}]","{'review_id': 1050, 'comment': 'Mua bỉm tiki là rẻ nhất lên lúc nào cũng quất dịch jumbo này cả. Từ khi biết đến gói jumbo thì chưa bao giờ mua lại bịch nhỏ luôn.', 'summary': 'Cực kì hài lòng', 'annotations': {'17': ['giá +'], '19': ['giá +'], '20': ['trash', 'giá +', 'other'], '25': ['giá +']}}",,,,,0,1,0,0,0,0,0
763,887321,vị trà không ngon uống không không mua,"[{'label': 322, 'user': 15}]","{'review_id': 14756, 'comment': 'Vị trà không ngon, khó uống, con không thích, không nên mua cho trẻ', 'summary': 'Bình thường', 'annotations': {'28': ['chất lượng -'], '29': ['chất lượng -']}}",,,,,0,0,0,1,0,0,0
764,887320,hài_lòng sản_phẩm ủng_hộ dài_dài kì hài_lòng,"[{'label': 316, 'user': 15}]","{'review_id': 12775, 'comment': 'Hài lòng về sản phẩm và sẽ ủng hộ dài dài ạ', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['other'], '29': ['chất lượng +']}}",,,,,0,0,0,0,0,0,1
765,887319,hài_lòng sẻ ủng_hộ kì hài_lòng,"[{'label': 316, 'user': 15}]","{'review_id': 13664, 'comment': 'rất hài lòng .sẻ ủng hộ shop', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['other'], '30': ['typo']}}",,,,,0,0,0,0,0,0,1
766,887318,xài ko tràn thích_hợp đêm ko hăm giao hàng nhanh đk ban_ngày hơi dày mấy hãng kì hài_lòng,"[{'label': 327, 'user': 15}, {'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 12990, 'comment': 'Xài rất thích. Ko bị tràn. Rất thích hợp mang buổi đêm. Ko bị hăm. Giao hàng nhanh lại đk freeship. Mang ban ngày thì hơi dày nhưng xài thích hơn mấy hãng khác nhiều', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship +', 'an toàn +', 'chất lượng +'], '29': ['ship +', 'giá +', 'an toàn +', 'chất lượng +']}}",,,,,1,0,0,1,0,1,0
767,887317,bao_bì hơi bẩn hy_vọng sản_phẩm ok giá rẻ siêu,"[{'label': 320, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 12981, 'comment': 'Bao bì hơi bẩn nhưng hy vọng sản phẩm ok. Giá cũng rẻ hơn so với siêu thị', 'summary': 'Hài lòng', 'annotations': {'23': ['giá +', 'ship -'], '29': ['giá +', 'dịch vụ -']}}",,,,,1,1,0,0,0,0,0
768,887316,thoáng nhẹ mua kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 13347, 'comment': 'rất thoáng và nhẹ. đã mua nhiều lần. xin cảm ơn 😷', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['chất lượng +'], '30': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
770,887314,giặt 2 rách tràn ướt hài_lòng,"[{'label': 322, 'user': 15}]","{'review_id': 12647, 'comment': 'Giặt đến lần thứ 2 bị rách. bị tràn ra ướt hết.', 'summary': 'Không hài lòng', 'annotations': {'23': ['chất lượng -'], '29': ['chất lượng -']}}",,,,,0,0,0,1,0,0,0
773,887311,giao hàng nhanh sản_phẩm đóng_gói chắc_chắn kì hài_lòng,"[{'label': 319, 'user': 15}]","{'review_id': 14180, 'comment': 'Giao hàng nhanh, sp đóng gói chắc chắn. ok', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['chất lượng +', 'ship +'], '19': ['ship +']}}",,,,,1,0,0,0,0,0,0
774,887310,sản_phẩm hạn quà tặng kèm siêu dễ_thương tiện mẹ bé lắm kì hài_lòng,"[{'label': 327, 'user': 15}, {'label': 325, 'user': 15}]","{'review_id': 13561, 'comment': 'Sản phẩm date xa, quà tặng kèm siêu dễ thương, rất tiện cho mẹ, bé nhà thích lắm luôn', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['dịch vụ -', 'an toàn +'], '30': ['dịch vụ +', 'an toàn -']}}",,,,,0,0,0,0,1,1,0
775,887309,sản_phẩm tốt đúng chất kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 14352, 'comment': 'Sản phẩm tốt , đúng chất lượng', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['chất lượng +'], '29': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
776,887308,chán kinh_khủng 2 bịch không nổi bỉm nhão_nhoét không ôm mông chun bụng 0 chỗ 😎 mẹ không mua bỉm vứt tiếc chả nổi jo ngon không hài_lòng,"[{'label': 322, 'user': 15}]","{'review_id': 13078, 'comment': 'thật sự chán kinh khủng, nay nhận 2 bịch mang ra dùng mà k dùng nổi, bỉm nhão nhoét k ôm mông con, phần chun bụng cho luôn 0 điểm về chỗ😎, các mẹ k nên mua bỉm này, giờ vứt thì tiếc, dùng chả dùng nổi. đang dùng jo ngon chớ', 'summary': 'Rất không hài lòng', 'annotations': {'23': ['chất lượng -'], '30': ['typo', 'chất lượng -']}}",,,,,0,0,0,1,0,0,0
777,887307,giao hàng nhanh 2 đóng_gói sơ_sài chưa kỹ rách 1 chỗ vỏ bọc kì hài_lòng,"[{'label': 320, 'user': 15}]","{'review_id': 13626, 'comment': 'Giao hàng nhanh 2 ngày, đóng gói sơ sài, chưa kỹ, rách 1 chỗ vỏ bọc ngoài.', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['ship +'], '30': ['dịch vụ -', 'ship +']}}",,,,,1,0,0,0,0,0,0
778,887306,ok kì hài_lòng,"[{'label': 316, 'user': 15}]","{'review_id': 974, 'comment': 'Ok nên mua', 'summary': 'Cực kì hài lòng', 'annotations': {'20': ['trash'], '25': ['other']}}",,,,,0,0,0,0,0,0,1
779,887305,sản_phẩm oke gói hàng chưa cẩn_thận kì hài_lòng,"[{'label': 321, 'user': 15}, {'label': 320, 'user': 15}]","{'review_id': 13939, 'comment': 'Sản phẩm ok gói hàng chưa cẩn thận lắm', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['ship -', 'chất lượng +'], '19': ['ship -']}}",,,,,1,0,0,1,0,0,0
780,887304,hàng sài hài_lòng,"[{'label': 315, 'user': 15}]","{'review_id': 482, 'comment': 'hàng Sài rất tot', 'summary': 'Không hài lòng', 'annotations': {'20': ['trash'], '25': ['typo']}}",,,,,0,0,0,0,0,0,0
781,887303,mua tặng 9 miếng đủ ( gói 3 dây dây 3 miếng ) không coi kỹ tặng 3 miếng không tặng 🤣 🤣 🤣 🤣 🤣 ok mùi không dễ_chịu tí kì hài_lòng,"[{'label': 322, 'user': 15}, {'label': 325, 'user': 15}]","{'review_id': 1033, 'comment': 'Em mua vẫn thấy tặng 9 miếng đủ (gói 3 dây, mỗi dây để 3 miếng), khách không coi kỹ mà lên đánh giá tặng 3 miếng với không tặng 🤣🤣🤣🤣🤣\nÀ gì cũng ok, chỉ có mùi không dễ chịu tí nào.', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['an toàn -', 'dịch vụ +'], '17': ['chất lượng -'], '19': ['dịch vụ +'], '20': ['chất lượng -', 'giá +'], '25': ['other']}}",,,,,0,0,0,1,1,0,0
782,887302,hàng nha shop shop giao hàng nhanh đóng_gói sản_phẩm kì hài_lòng,"[{'label': 319, 'user': 15}]","{'review_id': 13881, 'comment': 'Đã nhận được hàng rồi nha shop ơi. Shop giao hàng nhanh và đóng gói sản phẩm kỹ', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['ship +'], '30': ['dịch vụ +', 'ship +']}}",,,,,1,0,0,0,0,0,0
783,887301,rẻ mua shop tiki giao hàng nhanh mua,"[{'label': 319, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 14013, 'comment': 'Rẻ hơn khi mua bên ngoài shop, tiki giao hàng nhanh chóng', 'summary': 'Rẻ hơn mua bên ngoài', 'annotations': {'28': ['ship +', 'giá +'], '19': ['ship +', 'giá +']}}",,,,,1,1,0,0,0,0,0
786,887298,không giao quà tặng ? giao quà,"[{'label': 326, 'user': 15}]","{'review_id': 13490, 'comment': 'Không thấy giao quà tặng vậy? Khi nào mới giao quà tặng.', 'summary': 'Bình thường', 'annotations': {'19': ['dịch vụ -'], '30': ['dịch vụ -']}}",,,,,0,0,0,0,1,0,0
787,887297,sản_phẩm tốt đóng_gói hàng mua kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 238, 'comment': 'Sản phẩm tốt, đóng gói chắc chắn\nGiao hàng nhanh\nSẽ tiếp tục mua hàng', 'summary': 'Cực kì hài lòng', 'annotations': {'20': ['ship +'], '25': ['ship +', 'dịch vụ +', 'chất lượng +']}}",,,,,1,0,0,1,0,0,0
788,887296,bỉm thấm hút tốt mẫu_mã đẹp giao hàng kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 14768, 'comment': 'Bỉm thấm hút tốt, mẫu mã đẹp, giao hàng nhanh', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['ship +', 'chất lượng +'], '29': ['ship +', 'chất lượng +']}}",,,,,1,0,0,1,0,0,0
789,887295,đẩy tay_cầm sát vặn nắp chặt xíu bé kì hài_lòng,"[{'label': 315, 'user': 15}]","{'review_id': 14096, 'comment': 'Đẩy tay cầm sát xuống và vặn nắp chặt xíu. Bé thích', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['trash'], '19': ['other']}}",,,,,0,0,0,0,0,0,0
790,887294,bỉm thanh_toán ngớ nhầm kích_thước giao hàng giao hàng đi xong gọi tổng_đài đổi mất_công đi xong gọi điện tổng_đài báo không thất_vọng làm_ăn không rõ_ràng,"[{'label': 326, 'user': 15}]","{'review_id': 13700, 'comment': 'Mình đặt bỉm và thanh toán trước. Nhưng đến lúc nhận mới ngớ ra là đặt nhầm size nên nói bạn giao hàng mang về luôn. Nhưng bạn giao hàng nói mình cứ nhận đi xong gọi tổng đài rồi sẽ có người đến lấy để đổi hoặc trả. Nghĩ bạn ấy mất công mang đi nên mình lấy, xong gọi điện lên tổng đài thì báo không hỗ trợ rồi thôi. Quá thất vọng về tiki.', 'summary': 'Tiki làm ăn không rõ ràng', 'annotations': {'19': ['dịch vụ -'], '30': ['dịch vụ -']}}",,,,,0,0,0,0,1,0,0
791,887293,bỉm,"[{'label': 315, 'user': 15}]","{'review_id': 14375, 'comment': 'bỉm lần này', 'summary': 'Bình thường', 'annotations': {'28': ['trash'], '29': ['other']}}",,,,,0,0,0,0,0,0,0
792,887292,sữa hãng xe đồ_chơi chắc_chắn kì hài_lòng,"[{'label': 325, 'user': 15}, {'label': 323, 'user': 15}]","{'review_id': 13807, 'comment': 'Sữa chính hãng, xe đồ chơi chắc chắn và rất đẹp.', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['chính hãng +', 'dịch vụ +'], '30': ['dịch vụ +', 'chính hãng +']}}",,,,,0,0,1,0,1,0,0
793,887291,sản_phẩm tốt túi_tiền tặng quà,"[{'label': 325, 'user': 15}, {'label': 317, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 14533, 'comment': 'sản phẩm tốt, phù hợp với túi tiền mà lại được tặng quà nữa', 'summary': 'tả', 'annotations': {'28': ['dịch vụ +', 'giá +', 'chất lượng +'], '29': ['dịch vụ +', 'chất lượng +']}}",,,,,0,1,0,1,1,0,0
794,887290,sản_phẩm tốt hạn giá rẻ không combo cỡ kì hài_lòng,"[{'label': 327, 'user': 15}, {'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 14623, 'comment': 'sản phẩm dùng tốt. hạn còn xa, giá rẻ, nhưng k có combo nhiều cỡ nhỉ,', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['giá +', 'an toàn +', 'chất lượng +'], '29': ['typo', 'giá +', 'chất lượng +']}}",,,,,0,1,0,1,0,1,0
795,887289,giao nhanh sản_phẩm hạn kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 327, 'user': 15}]","{'review_id': 266, 'comment': 'giao nhanh. sp date xa', 'summary': 'Cực kì hài lòng', 'annotations': {'20': ['typo'], '25': ['chất lượng +', 'ship +']}}",,,,,1,0,0,0,0,1,0
796,887288,sản_phẩm tốt đóng_gói đạt chất_lượng giao hàng kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 13458, 'comment': 'Sản phẩm tốt, đóng gói đạt chất lượng, giao hàng nhanh', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['ship +'], '30': ['ship +', 'dịch vụ +', 'chất lượng +']}}",,,,,1,0,0,1,0,0,0
797,887287,chất bt giá không nổi_trội,"[{'label': 316, 'user': 15}]","{'review_id': 13551, 'comment': 'chất cũng bt phù hợp với giá bán chứ không nổi trội lắm', 'summary': 'Bình thường', 'annotations': {'19': ['chất lượng -'], '30': ['giá +', 'chất lượng -']}}",,,,,0,0,0,0,0,0,1
799,887285,hàng tốt đóng_gói cẩn_thận mua tiếp thanks_oke,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 13660, 'comment': 'Hàng tốt, đóng gói cẩn thận. Lần sau mua tiếp. Thanks tiki', 'summary': 'Hàng ok', 'annotations': {'19': ['ship +'], '30': ['dịch vụ +', 'chất lượng +']}}",,,,,1,0,0,1,0,0,0
800,887284,giá_cả hợp kì hài_lòng,"[{'label': 317, 'user': 15}]","{'review_id': 121, 'comment': 'Giá cả hợp lý', 'summary': 'Cực kì hài lòng', 'annotations': {'20': ['trash'], '25': ['giá +']}}",,,,,0,1,0,0,0,0,0
802,887282,cực_kỳ hài_lòng hàng sản_phẩm đẹp chắc_chắn y kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 13532, 'comment': 'cực kỳ hài lòng khi nhận hàng, sp đẹp, chắc chắn, y mẫu', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['chất lượng +'], '30': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
804,887280,hàng chuẩn giá kì hài_lòng,"[{'label': 317, 'user': 15}, {'label': 323, 'user': 15}]","{'review_id': 1089, 'comment': 'hàng chuẩn giá rẻ', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['giá +', 'chính hãng +'], '17': ['chính hãng +', 'giá +']}}",,,,,0,1,1,0,0,0,0
